Deck,Category,Name,Quantity,Cost
VoidFinder,Magic,Lightning Bolt,2,2
VoidFinder,Magic,Chain Lightning,1,2
VoidFinder,Magic,Grapple Shot,2,3
VoidFinder,Magic,Chaos Twister,2,4
VoidFinder,Aura,Thunderstorm,3,4
VoidFinder,Sideboard,Seer,1,
VoidFinder,Sideboard,Roots of Yggdrasil,1,
VoidFinder,Sideboard,Sinkhole,2,
VoidFinder,Sideboard,Disenchant,2,2
VoidFinder,Sideboard,Geyser,2,2
VoidFinder,Sideboard,Atlantean Fate,1,5
VoidFinder,Sideboard,Pendulum of Peril,1,6
Mist,Avatar,Battlemage,1,
Mist,Artifact,Amethyst Core,1,1
Mist,Artifact,Aquamarine Core,1,1
Mist,Artifact,Philosophers Stone,1,1
Mist,Artifact,Flaming Sword,3,4
Mist,Minion,Sling Pixies,3,1
Mist,Minion,Grim Reaper,1,2
Mist,Minion,Polar Explorers,2,2
Mist,Minion,Spectral Stalker,4,2
Mist,Minion,Phase Assassin,3,3
Mist,Minion,Ruler of Thul,1,4
Mist,Minion,Selfsame Simulacrum,2,4
Mist,Minion,Hounds of Ondaros,2,5
Mist,Minion,Seirawan Hydra,2,6
Mist,Site,Crossroads,1,
Mist,Site,Mirror Realm,1,
Mist,Site,Autumn River,2,
Mist,Site,Cloud City,1,
Mist,Site,Dark Tower,1,
Mist,Site,Gothic Tower,1,
Mist,Site,Lighthouse,3,
Mist,Site,Lone Tower,1,
Mist,Site,Observatory,1,
Mist,Site,Pristine Paradise,1,
Mist,Site,The Colour Out of Space,1,
Mist,Site,Dome of Osiros,1,
Mist,Site,Astral Alcazar,2,
Mist,Site,Tadpole Pool,1,
Mist,Site,Floodplain,2,
Mist,Magic,Browse,1,1
Mist,Magic,Shrink,2,1
Mist,Magic,Lightning Bolt,3,2
Mist,Magic,Pollimorph,2,2
Mist,Magic,Blink,2,2
Mist,Magic,Grapple Shot,4,
Battle Beasts,Avatar,Sorcerer,1,
Battle Beasts,Artifact,Aquamarine Core,1,1
Battle Beasts,Artifact,Onyx Core,1,1
Battle Beasts,Artifact,Philosophers Stone,1,1
Battle Beasts,Artifact,Pnakotic Manuscript,1,2
Battle Beasts,Artifact,Rolling Boulder,3,4
Battle Beasts,Minion,Blood Ravens,4,1
Battle Beasts,Minion,Pit Vipers,3,1
Battle Beasts,Minion,Porcupine Pufferfish,4,1
Battle Beasts,Minion,Sedge Crabs,2,1
Battle Beasts,Minion,Men of Leng,3,2
Battle Beasts,Minion,Sacred Scarabs,4,2
Battle Beasts,Minion,Grim Reaper,1,2
Battle Beasts,Minion,Queen of Midland,1,5
Battle Beasts,Minion,Mother Nature,1,6
Battle Beasts,Site,Aqueduct,3,
Battle Beasts,Site,Free City,3,
Battle Beasts,Site,Great Wall,1,
Battle Beasts,Site,Lighthouse,3,
Battle Beasts,Site,Oasis,3,
Battle Beasts,Site,Pillar of Zeiros,1,
Battle Beasts,Site,Pristine Paradise,1,
Battle Beasts,Site,Windmill,3,
Battle Beasts,Site,Steppe,2,
Battle Beasts,Magic,Assorted Animals,2,
Battle Beasts,Magic,Bury,2,3
Battle Beasts,Magic,Grapple Shot,4,3
Battle Beasts,Aura,Abundance,2,5
Battle Beasts,Sideboard,Dodge Roll,3,
Battle Beasts,Sideboard,Ruby Core,1,1
Battle Beasts,Sideboard,Amethyst Core,1,1
Battle Beasts,Sideboard,Divine Healing,3,1
Battle Beasts,Sideboard,Chaos Twister,2,4
DeathSpeaking,Avatar,Deathspeaker,1,
DeathSpeaking,Artifact,Philosophers Stone,1,1
DeathSpeaking,Artifact,Ruby Core,1,1
DeathSpeaking,Artifact,Amethyst Core,1,1
DeathSpeaking,Minion,Sacred Scarabs,4,2
DeathSpeaking,Minion,Vile Imp,4,2
DeathSpeaking,Minion,Highland Falconer,2,2
DeathSpeaking,Minion,Land Surveyor,2,2
DeathSpeaking,Minion,Highland Princess,1,2
DeathSpeaking,Minion,Seasoned Sellsword,1,2
DeathSpeaking,Minion,Apprentice Wizard,4,3
DeathSpeaking,Minion,Grandmaster Wizard,2,6
DeathSpeaking,Minion,Death Dealer,1,7
DeathSpeaking,Site,Ruins,3,
DeathSpeaking,Site,Arid Desert,1,
DeathSpeaking,Site,Remote Desert,1,
DeathSpeaking,Site,Red Desert,1,
DeathSpeaking,Site,Lone Tower,1,
DeathSpeaking,Site,Gothic Tower,1,
DeathSpeaking,Site,Dark Tower,1,
DeathSpeaking,Site,Steppe,3,
DeathSpeaking,Site,The Geistwood,1,
DeathSpeaking,Site,Windmill,3,
DeathSpeaking,Site,Observatory,2,
DeathSpeaking,Site,Crossroads,2,
DeathSpeaking,Magic,Browse,1,1
DeathSpeaking,Magic,Firebolts,2,2
DeathSpeaking,Magic,Blink,2,2
DeathSpeaking,Magic,Common Sense,2,2
DeathSpeaking,Magic,Disenchant,1,2
DeathSpeaking,Magic,Pact with the Devil,1,4
DeathSpeaking,Magic,Poison Nova,1,5
DeathSpeaking,Magic,Major Explosion,2,7
DeathSpeaking,Aura,Summoning Sphere,2,1
DeathSpeaking,Aura,Thunderstorm,2,4
DeathSpeaking,Sideboard,Boneyard,1,1
DeathSpeaking,Sideboard,Mix Terra,1,1
DeathSpeaking,Sideboard,Mix Aer,1,1
DeathSpeaking,Sideboard,Mix Ignis,1,1
DeathSpeaking,Sideboard,Minor Explosion,2,3
DeathSpeaking,Sideboard,Disintegrate,1,3
DeathSpeaking,Sideboard,Doomsday Device,1,4
DeathSpeaking,Sideboard,Nimbus Jinn,1,6
DeathSpeaking,Sideboard,Wraetannis Titan,1,7
Full Sprint Battlemage (3 Color),Avatar,Battlemage,1,
Full Sprint Battlemage (3 Color),Artifact,Amethyst Core,1,1
Full Sprint Battlemage (3 Color),Artifact,Onyx Core,1,1
Full Sprint Battlemage (3 Color),Artifact,Ruby Core,1,1
Full Sprint Battlemage (3 Color),Artifact,Torshammar Trinket,2,1
Full Sprint Battlemage (3 Color),Artifact,Philosophers Stone,1,1
Full Sprint Battlemage (3 Color),Artifact,Truesight Crossbow,2,2
Full Sprint Battlemage (3 Color),Artifact,Poisonous Dagger,1,2
Full Sprint Battlemage (3 Color),Artifact,Screaming Skull,2,3
Full Sprint Battlemage (3 Color),Artifact,Flaming Sword,3,4
Full Sprint Battlemage (3 Color),Artifact,Chains of Prometheus,1,4
Full Sprint Battlemage (3 Color),Minion,Cerberus in Chains,1,3
Full Sprint Battlemage (3 Color),Site,Dark Tower,1,
Full Sprint Battlemage (3 Color),Site,Gothic Tower,1,
Full Sprint Battlemage (3 Color),Site,Imperial Road,2,
Full Sprint Battlemage (3 Color),Site,Lone Tower,1,
Full Sprint Battlemage (3 Color),Site,Ruins,3,
Full Sprint Battlemage (3 Color),Site,Steppe,3,
Full Sprint Battlemage (3 Color),Site,Windmill,3,
Full Sprint Battlemage (3 Color),Site,Dwarven Forge,2,
Full Sprint Battlemage (3 Color),Site,Smokestacks of Gnaak,1,
Full Sprint Battlemage (3 Color),Site,Observatory,2,
Full Sprint Battlemage (3 Color),Site,The Colour Out of Space,1,
Full Sprint Battlemage (3 Color),Magic,Overpower,3,1
Full Sprint Battlemage (3 Color),Magic,Blink,4,2
Full Sprint Battlemage (3 Color),Magic,Teleport,1,2
Full Sprint Battlemage (3 Color),Magic,Critical Strike,3,2
Full Sprint Battlemage (3 Color),Magic,Common Sense,4,2
Full Sprint Battlemage (3 Color),Magic,Lightning Bolt,1,2
Full Sprint Battlemage (3 Color),Magic,Grapple Shot,4,3
Full Sprint Battlemage (3 Color),Magic,Blaze,1,3
Full Sprint Battlemage (3 Color),Magic,Minor Explosion,1,3
Full Sprint Battlemage (3 Color),Magic,Leap Attack,2,4
Full Sprint Battlemage (3 Color),Sideboard,Telekinesis,1,1
Full Sprint Battlemage (3 Color),Sideboard,Divine Healing,2,1
Full Sprint Battlemage (3 Color),Sideboard,Disenchant,1,2
Full Sprint Battlemage (3 Color),Sideboard,Font of Life,1,3
Full Sprint Battlemage (3 Color),Sideboard,Bury,1,3
Full Sprint Battlemage (3 Color),Sideboard,Drown,1,3
Full Sprint Battlemage (3 Color),Sideboard,Infiltrate,2,4
Full Sprint Battlemage (3 Color),Sideboard,Poison Nova,1,
Earth Air,Avatar,Avatar of Earth,1,
Earth Air,Artifact,Onyx Core,1,1
Earth Air,Artifact,Amethyst Core,1,1
Earth Air,Minion,Autumn Unicorn,3,3
Earth Air,Minion,Root Spider,3,3
Earth Air,Minion,Pudge Butcher,3,4
Earth Air,Minion,Royal Bodyguard,2,4
Earth Air,Minion,Dalcean Phalanx,3,4
Earth Air,Minion,Atlas Wanderers,2,5
Earth Air,Site,Humble Village,2,
Earth Air,Site,Rustic Village,2,
Earth Air,Site,Simple Village,1,
Earth Air,Site,Windmill,3,
Earth Air,Site,Holy Ground,3,
Earth Air,Site,Dark Tower,1,
Earth Air,Site,Gothic Tower,1,
Earth Air,Site,Lone Tower,1,
Earth Air,Site,Rift Valley,2,
Earth Air,Site,Pillar of Zeiros,1,
Earth Air,Site,Quagmire,3,
Earth Air,Magic,Divine Healing,3,1
Earth Air,Magic,Lightning Bolt,1,2
Earth Air,Magic,Dispel,1,2
Earth Air,Magic,Blink,4,2
Earth Air,Magic,Common Sense,1,2
Earth Air,Magic,Grapple Shot,4,3
Earth Air,Magic,Bury,4,3
Earth Air,Magic,Gigantism,1,4
Earth Air,Magic,Earthquake,2,5
Earth Air,Magic,Whirling Blades,1,5
Earth Air,Sideboard,Dispel,2,2
Earth Air,Sideboard,Dwarven Digging Team,3,2
Earth Air,Sideboard,Shield Maidens,3,3
Earth Air,Sideboard,Hounds of Ondaros,2,
voltron,Avatar,Battlemage,1,
voltron,Artifact,Philosophers Stone,1,1
voltron,Artifact,Amethyst Core,1,1
voltron,Artifact,Onyx Core,1,1
voltron,Artifact,Ruby Core,1,1
voltron,Artifact,Crown of the Victor,1,3
voltron,Artifact,Screaming Skull,2,3
voltron,Artifact,Seven-League Boots,1,3
voltron,Artifact,Chains of Prometheus,1,4
voltron,Minion,Cerberus in Chains,1,3
voltron,Minion,Petrosian Cavalry,1,4
voltron,Site,Windmill,3,
voltron,Site,Ruins,3,
voltron,Site,Observatory,2,
voltron,Site,Pillar of Zeiros,1,
voltron,Site,Mirror Realm,1,
voltron,Site,Primordial Spring,2,
voltron,Site,Steppe,3,
voltron,Site,The Colour Out of Space,1,
voltron,Site,Holy Ground,1,
voltron,Site,Vesuvius,1,
voltron,Site,River of Flame,1,
voltron,Site,Smokestacks of Gnaak,1,
voltron,Magic,Overpower,1,1
voltron,Magic,Divine Healing,3,1
voltron,Magic,Critical Strike,2,2
voltron,Magic,Blink,4,2
voltron,Magic,Teleport,1,2
voltron,Magic,Common Sense,4,2
voltron,Magic,Mad Dash,1,2
voltron,Magic,Lightning Bolt,2,2
voltron,Magic,Grapple Shot,4,3
voltron,Magic,Spin Attack,1,3
voltron,Magic,Gigantism,1,4
voltron,Magic,Chaos Twister,2,4
voltron,Aura,Thunderstorm,2,4
voltron,Sideboard,Dispel,1,2
voltron,Sideboard,Root Spider,2,3
voltron,Sideboard,Bury,1,3
voltron,Sideboard,Wicked Witch,2,4
voltron,Sideboard,Pact with the Devil,1,4
voltron,Sideboard,Poison Nova,1,5
voltron,Sideboard,Earthquake,2,5
EF Scorched Earth Rebirth,Avatar,Deathspeaker,1,
EF Scorched Earth Rebirth,Artifact,Onyx Core,1,1
EF Scorched Earth Rebirth,Artifact,Ruby Core,1,1
EF Scorched Earth Rebirth,Artifact,Philosophers Stone,1,1
EF Scorched Earth Rebirth,Minion,Land Surveyor,4,2
EF Scorched Earth Rebirth,Minion,Miracle Workers,4,2
EF Scorched Earth Rebirth,Minion,Vile Imp,4,2
EF Scorched Earth Rebirth,Minion,Cauldron Crones,2,3
EF Scorched Earth Rebirth,Minion,Squirming Mass,2,3
EF Scorched Earth Rebirth,Minion,Bane Widow,2,4
EF Scorched Earth Rebirth,Minion,Courtesan Thais,1,5
EF Scorched Earth Rebirth,Minion,Death Dealer,1,7
EF Scorched Earth Rebirth,Minion,Wraetannis Titan,1,7
EF Scorched Earth Rebirth,Site,Gnome Hollows,2,
EF Scorched Earth Rebirth,Site,Holy Ground,2,
EF Scorched Earth Rebirth,Site,Pillar of Zeiros,1,
EF Scorched Earth Rebirth,Site,Red Desert,1,
EF Scorched Earth Rebirth,Site,River of Flame,1,
EF Scorched Earth Rebirth,Site,Quagmire,2,
EF Scorched Earth Rebirth,Site,Remote Desert,1,
EF Scorched Earth Rebirth,Site,Vesuvius,1,
EF Scorched Earth Rebirth,Site,Steppe,3,
EF Scorched Earth Rebirth,Site,Mirage,1,
EF Scorched Earth Rebirth,Site,Mirror Realm,1,
EF Scorched Earth Rebirth,Site,The Geistwood,1,
EF Scorched Earth Rebirth,Site,The Colour Out of Space,1,
EF Scorched Earth Rebirth,Site,Pristine Paradise,1,
EF Scorched Earth Rebirth,Site,Arid Desert,1,
EF Scorched Earth Rebirth,Magic,Divine Healing,2,1
EF Scorched Earth Rebirth,Magic,Dispel,2,2
EF Scorched Earth Rebirth,Magic,Bury,2,3
EF Scorched Earth Rebirth,Magic,Minor Explosion,2,3
EF Scorched Earth Rebirth,Magic,Heat Ray,2,3
EF Scorched Earth Rebirth,Magic,Cave-In,2,4
EF Scorched Earth Rebirth,Magic,Infiltrate,2,4
EF Scorched Earth Rebirth,Magic,Pact with the Devil,1,4
EF Scorched Earth Rebirth,Magic,Craterize,2,8
EF Scorched Earth Rebirth,Aura,Jihad,1,2
EF Scorched Earth Rebirth,Sideboard,Mudflow,2,
EF Scorched Earth Rebirth,Sideboard,Sinkhole,2,
EF Scorched Earth Rebirth,Sideboard,Dispel,2,2
EF Scorched Earth Rebirth,Sideboard,Boil,2,3
EF Scorched Earth Rebirth,Sideboard,Drought,2,4
All trebuchets are catapults but not all catapults are trebuchets,Avatar,Seer,1,
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Ruby Core,1,1
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Mix Ignis,2,1
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Angels Egg,2,3
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Devils Egg,1,3
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Maddening Bells,2,4
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Chains of Prometheus,2,4
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Payload Trebuchet,2,5
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Spear of Destiny,1,5
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Pendulum of Peril,1,6
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Purge Juggernaut,2,6
All trebuchets are catapults but not all catapults are trebuchets,Artifact,Undertaker Engine,2,7
All trebuchets are catapults but not all catapults are trebuchets,Minion,Pit Vipers,3,1
All trebuchets are catapults but not all catapults are trebuchets,Minion,Seasoned Sellsword,2,2
All trebuchets are catapults but not all catapults are trebuchets,Minion,Vile Imp,4,2
All trebuchets are catapults but not all catapults are trebuchets,Minion,Far East Assassin,2,2
All trebuchets are catapults but not all catapults are trebuchets,Minion,Grosse Poltergeist,2,3
All trebuchets are catapults but not all catapults are trebuchets,Minion,Scavenging Fiend,3,4
All trebuchets are catapults but not all catapults are trebuchets,Minion,Death Dealer,1,7
All trebuchets are catapults but not all catapults are trebuchets,Site,Battlefield,2,
All trebuchets are catapults but not all catapults are trebuchets,Site,Crossroads,2,
All trebuchets are catapults but not all catapults are trebuchets,Site,River of Flame,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Mirror Realm,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Vesuvius,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Arid Desert,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Red Desert,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Remote Desert,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Dwarven Forge,2,
All trebuchets are catapults but not all catapults are trebuchets,Site,Sinkhole,2,
All trebuchets are catapults but not all catapults are trebuchets,Site,Roots of Yggdrasil,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Dome of Osiros,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Boneyard,1,
All trebuchets are catapults but not all catapults are trebuchets,Site,Oasis,3,
All trebuchets are catapults but not all catapults are trebuchets,Magic,Infiltrate,2,4
All trebuchets are catapults but not all catapults are trebuchets,Magic,Poison Nova,1,5
All trebuchets are catapults but not all catapults are trebuchets,Magic,Major Explosion,2,7
All trebuchets are catapults but not all catapults are trebuchets,Sideboard,Smokestacks of Gnaak,1,
All trebuchets are catapults but not all catapults are trebuchets,Sideboard,Swiven Scout,2,2
All trebuchets are catapults but not all catapults are trebuchets,Sideboard,Firebolts,2,2
All trebuchets are catapults but not all catapults are trebuchets,Sideboard,Iron Shackles,2,3
All trebuchets are catapults but not all catapults are trebuchets,Sideboard,Scorched Earth,2,3
All trebuchets are catapults but not all catapults are trebuchets,Sideboard,All-terrain Vestments,1,3
Avatar of Earth,Avatar,Avatar of Earth,1,
Avatar of Earth,Artifact,Amethyst Core,1,1
Avatar of Earth,Artifact,Onyx Core,1,1
Avatar of Earth,Artifact,Mix Terra,2,1
Avatar of Earth,Artifact,Screaming Skull,1,3
Avatar of Earth,Minion,Land Surveyor,3,2
Avatar of Earth,Minion,Root Spider,3,3
Avatar of Earth,Minion,Autumn Unicorn,3,3
Avatar of Earth,Minion,Royal Bodyguard,2,4
Avatar of Earth,Minion,Dalcean Phalanx,3,4
Avatar of Earth,Minion,Pudge Butcher,3,4
Avatar of Earth,Minion,Atlas Wanderers,2,5
Avatar of Earth,Minion,Mountain Giant,1,8
Avatar of Earth,Site,Dark Tower,1,
Avatar of Earth,Site,Gothic Tower,1,
Avatar of Earth,Site,Lone Tower,1,
Avatar of Earth,Site,Simple Village,3,
Avatar of Earth,Site,Humble Village,2,
Avatar of Earth,Site,Windmill,3,
Avatar of Earth,Site,Rift Valley,2,
Avatar of Earth,Site,Quagmire,2,
Avatar of Earth,Site,Pillar of Zeiros,1,
Avatar of Earth,Site,Rustic Village,2,
Avatar of Earth,Site,Holy Ground,2,
Avatar of Earth,Magic,Divine Healing,2,1
Avatar of Earth,Magic,Blink,4,2
Avatar of Earth,Magic,Bury,2,3
Avatar of Earth,Magic,Grapple Shot,4,3
Avatar of Earth,Magic,Flanking Maneuver,1,3
Avatar of Earth,Magic,Earthquake,2,5
Avatar of Earth,Sideboard,Sinkhole,2,
Avatar of Earth,Sideboard,Quagmire,1,
Avatar of Earth,Sideboard,Shield Maidens,2,3
Avatar of Earth,Sideboard,Bury,2,3
Avatar of Earth,Sideboard,Daperyll Vampire,3,
Again and Again,Avatar,Deathspeaker,1,
Again and Again,Artifact,Amethyst Core,1,1
Again and Again,Artifact,Ruby Core,1,1
Again and Again,Artifact,Onyx Core,1,1
Again and Again,Artifact,Poisonous Dagger,1,2
Again and Again,Minion,Sling Pixies,4,1
Again and Again,Minion,Vile Imp,4,2
Again and Again,Minion,Sacred Scarabs,3,2
Again and Again,Minion,Land Surveyor,4,2
Again and Again,Minion,Apprentice Wizard,3,3
Again and Again,Minion,Squirming Mass,1,3
Again and Again,Minion,Nimbus Jinn,2,6
Again and Again,Minion,Grandmaster Wizard,2,6
Again and Again,Minion,Death Dealer,1,7
Again and Again,Minion,Wraetannis Titan,1,7
Again and Again,Site,Dark Tower,1,
Again and Again,Site,Gothic Tower,1,
Again and Again,Site,Lone Tower,1,
Again and Again,Site,Ruins,3,
Again and Again,Site,Steppe,3,
Again and Again,Site,Windmill,3,
Again and Again,Site,Rustic Village,2,
Again and Again,Site,River of Flame,1,
Again and Again,Site,Pristine Paradise,1,
Again and Again,Site,Red Desert,2,
Again and Again,Site,Boneyard,1,
Again and Again,Site,Mirror Realm,1,
Again and Again,Magic,Lightning Bolt,3,2
Again and Again,Magic,Chain Lightning,3,2
Again and Again,Magic,Poison Nova,3,5
Again and Again,Aura,Summoning Sphere,1,1
Again and Again,Aura,Thunderstorm,1,4
Again and Again,Sideboard,Quagmire,1,
Again and Again,Sideboard,Divine Healing,1,1
Again and Again,Sideboard,Disenchant,1,2
Again and Again,Sideboard,Truesight Crossbow,1,2
Again and Again,Sideboard,Exorcism,1,2
Again and Again,Sideboard,Scarecrow,1,2
Again and Again,Sideboard,Sirian Templar,1,3
Again and Again,Sideboard,Infiltrate,2,4
Again and Again,Sideboard,Wraetannis Titan,1,7
Deck for 1st Tourney,Avatar,Sorcerer,1,
Deck for 1st Tourney,Artifact,Amethyst Core,1,1
Deck for 1st Tourney,Artifact,Poisonous Dagger,1,2
Deck for 1st Tourney,Artifact,Spear of Destiny,1,5
Deck for 1st Tourney,Minion,Cloud Spirit,2,2
Deck for 1st Tourney,Minion,Vile Imp,2,2
Deck for 1st Tourney,Minion,Sirocco Scorpions,1,2
Deck for 1st Tourney,Minion,Spectral Stalker,2,2
Deck for 1st Tourney,Minion,Apprentice Wizard,3,3
Deck for 1st Tourney,Minion,Ogre Goons,2,3
Deck for 1st Tourney,Minion,Bane Widow,1,4
Deck for 1st Tourney,Minion,Sand Worm,1,4
Deck for 1st Tourney,Minion,Roaming Monster,1,5
Deck for 1st Tourney,Minion,Highland Clansmen,2,7
Deck for 1st Tourney,Minion,Ancient Dragon,2,7
Deck for 1st Tourney,Site,Cloud City,1,
Deck for 1st Tourney,Site,Dark Tower,2,
Deck for 1st Tourney,Site,Gothic Tower,2,
Deck for 1st Tourney,Site,Lone Tower,1,
Deck for 1st Tourney,Site,The Colour Out of Space,1,
Deck for 1st Tourney,Site,Updraft Ridge,1,
Deck for 1st Tourney,Site,Observatory,1,
Deck for 1st Tourney,Site,Mountain Pass,1,
Deck for 1st Tourney,Site,Arid Desert,2,
Deck for 1st Tourney,Site,Red Desert,2,
Deck for 1st Tourney,Site,Remote Desert,2,
Deck for 1st Tourney,Site,Ruins,3,
Deck for 1st Tourney,Site,Shifting Sands,1,
Deck for 1st Tourney,Magic,Blink,2,2
Deck for 1st Tourney,Magic,Lightning Bolt,3,2
Deck for 1st Tourney,Magic,Firebolts,3,2
Deck for 1st Tourney,Magic,Critical Strike,1,2
Deck for 1st Tourney,Magic,Heat Ray,2,3
Deck for 1st Tourney,Magic,Minor Explosion,2,3
Deck for 1st Tourney,Magic,Fireball,2,4
Deck for 1st Tourney,Magic,Whirling Blades,1,5
Deck for 1st Tourney,Aura,Wall of Fire,1,2
Deck for 1st Tourney,Aura,Thunderstorm,1,4
Deck for 1st Tourney,Sideboard,Mix Aer,2,1
Deck for 1st Tourney,Sideboard,Mortality,1,2
Deck for 1st Tourney,Sideboard,Scarecrow,1,2
Deck for 1st Tourney,Sideboard,Phase Assassin,1,3
Deck for 1st Tourney,Sideboard,Drought,1,4
Deck for 1st Tourney,Sideboard,Hounds of Ondaros,1,5
Deck for 1st Tourney,Sideboard,Puppet Master,1,6
Deck for 1st Tourney,Sideboard,Ultimate Horror,1,8
Deck for 1st Tourney,Sideboard,Lord of the Void,1,9
Battlemage- Lover of Loot,Avatar,Battlemage,1,
Battlemage- Lover of Loot,Artifact,Amethyst Core,1,1
Battlemage- Lover of Loot,Artifact,Onyx Core,1,1
Battlemage- Lover of Loot,Artifact,Philosophers Stone,1,1
Battlemage- Lover of Loot,Artifact,Ruby Core,1,1
Battlemage- Lover of Loot,Artifact,Torshammar Trinket,1,1
Battlemage- Lover of Loot,Artifact,Poisonous Dagger,1,2
Battlemage- Lover of Loot,Artifact,Truesight Crossbow,2,2
Battlemage- Lover of Loot,Artifact,Screaming Skull,2,3
Battlemage- Lover of Loot,Artifact,Crown of the Victor,1,3
Battlemage- Lover of Loot,Artifact,Chains of Prometheus,1,4
Battlemage- Lover of Loot,Artifact,Flaming Sword,2,4
Battlemage- Lover of Loot,Artifact,Rolling Boulder,1,4
Battlemage- Lover of Loot,Minion,Spectral Stalker,2,2
Battlemage- Lover of Loot,Minion,Cerberus in Chains,1,3
Battlemage- Lover of Loot,Minion,Gyre Hippogriffs,2,4
Battlemage- Lover of Loot,Minion,Daperyll Vampire,3,5
Battlemage- Lover of Loot,Site,Dark Tower,2,
Battlemage- Lover of Loot,Site,Imperial Road,2,
Battlemage- Lover of Loot,Site,Lone Tower,1,
Battlemage- Lover of Loot,Site,Observatory,2,
Battlemage- Lover of Loot,Site,Ruins,3,
Battlemage- Lover of Loot,Site,Smokestacks of Gnaak,1,
Battlemage- Lover of Loot,Site,Gothic Tower,1,
Battlemage- Lover of Loot,Site,Arid Desert,4,
Battlemage- Lover of Loot,Site,Shifting Sands,1,
Battlemage- Lover of Loot,Site,Cloud City,1,
Battlemage- Lover of Loot,Site,Free City,1,
Battlemage- Lover of Loot,Site,Vesuvius,1,
Battlemage- Lover of Loot,Magic,Blink,3,2
Battlemage- Lover of Loot,Magic,Critical Strike,1,2
Battlemage- Lover of Loot,Magic,Lightning Bolt,1,2
Battlemage- Lover of Loot,Magic,Chain Lightning,1,2
Battlemage- Lover of Loot,Magic,Disenchant,1,2
Battlemage- Lover of Loot,Magic,Blaze,2,3
Battlemage- Lover of Loot,Magic,Disintegrate,1,3
Battlemage- Lover of Loot,Magic,Grapple Shot,3,3
Battlemage- Lover of Loot,Magic,Infiltrate,2,4
Battlemage- Lover of Loot,Magic,Poison Nova,1,5
Battlemage- Lover of Loot,Magic,Whirling Blades,1,5
Battlemage- Lover of Loot,Sideboard,Telekinesis,1,1
Battlemage- Lover of Loot,Sideboard,Blink,1,2
Battlemage- Lover of Loot,Sideboard,Angels Egg,2,3
Battlemage- Lover of Loot,Sideboard,Minor Explosion,2,3
Battlemage- Lover of Loot,Sideboard,Grapple Shot,1,3
Battlemage- Lover of Loot,Sideboard,Disintegrate,1,3
Battlemage- Lover of Loot,Sideboard,Leap Attack,2,
Battlemage 1st Deck,Avatar,Battlemage,1,
Battlemage 1st Deck,Artifact,Onyx Core,1,1
Battlemage 1st Deck,Artifact,Angels Egg,1,3
Battlemage 1st Deck,Artifact,Crown of the Victor,1,3
Battlemage 1st Deck,Artifact,Screaming Skull,1,3
Battlemage 1st Deck,Artifact,Iron Shackles,1,3
Battlemage 1st Deck,Artifact,Flaming Sword,1,4
Battlemage 1st Deck,Minion,Grim Reaper,1,2
Battlemage 1st Deck,Minion,Frontier Settlers,2,2
Battlemage 1st Deck,Minion,Apprentice Wizard,2,3
Battlemage 1st Deck,Minion,Albespine Pikemen,1,3
Battlemage 1st Deck,Minion,Yourke Crossbowmen,1,3
Battlemage 1st Deck,Minion,Root Spider,2,3
Battlemage 1st Deck,Minion,Phase Assassin,2,3
Battlemage 1st Deck,Minion,Skirmishers of Mu,2,4
Battlemage 1st Deck,Minion,Daperyll Vampire,3,5
Battlemage 1st Deck,Minion,Roaming Monster,1,5
Battlemage 1st Deck,Minion,Amazon Warriors,1,5
Battlemage 1st Deck,Minion,Nimbus Jinn,2,6
Battlemage 1st Deck,Minion,Grandmaster Wizard,2,6
Battlemage 1st Deck,Minion,Conqueror Worm,1,8
Battlemage 1st Deck,Site,Cloud City,1,
Battlemage 1st Deck,Site,Dark Tower,1,
Battlemage 1st Deck,Site,Gothic Tower,1,
Battlemage 1st Deck,Site,Free City,1,
Battlemage 1st Deck,Site,Mirror Realm,1,
Battlemage 1st Deck,Site,Holy Ground,2,
Battlemage 1st Deck,Site,Humble Village,1,
Battlemage 1st Deck,Site,Observatory,1,
Battlemage 1st Deck,Site,Quagmire,1,
Battlemage 1st Deck,Site,Vantage Hills,2,
Battlemage 1st Deck,Site,Watchtower,1,
Battlemage 1st Deck,Site,Windmill,2,
Battlemage 1st Deck,Site,The Geistwood,1,
Battlemage 1st Deck,Site,Pillar of Zeiros,1,
Battlemage 1st Deck,Site,Great Wall,1,
